datetime,timestamp,open,high,low,close,volume,SMA_20,SMA_50,RSI_14,MACD,Signal,EMA_12,EMA_26,BB_Middle,BB_StdDev,BB_Upper,BB_Lower
2025-05-08 20:00:00,1746734400000,2117.57,2198.94,2112.1,2184.99,4909.69340015,1971.8229999999999,,96.69289193147378,73.45616704649228,55.052985910397865,2039.391152228764,1965.9349851822717,1971.8229999999999,91.37288242776361,2154.568764855527,1789.0772351444725
2025-05-08 21:00:00,1746738000000,2184.99,2223.0,2148.53,2179.78,6594.93593462,1989.6629999999998,,94.69548832083072,79.21407985101041,59.885204698520376,2060.989436501262,1981.7753566502515,1989.6629999999998,95.52008122296654,2180.703162445933,1798.6228375540668
2025-05-08 22:00:00,1746741600000,2179.78,2194.92,2166.25,2178.57,1660.77205845,2006.5089999999996,,94.16024039679972,82.72601632348437,64.45336702351318,2079.0787539626062,1996.3527376391219,2006.5089999999996,97.72676317699596,2201.9625263539915,1811.0554736460076
2025-05-08 23:00:00,1746745200000,2178.58,2208.36,2166.88,2208.36,2866.34926292,2021.909,,94.60679416878445,86.91119713441435,68.94493304569342,2098.9681764298975,2012.0569792954832,2021.909,104.17417110427701,2230.2573422085543,1813.5606577914461
2025-05-09 00:00:00,1746748800000,2208.06,2213.89,2186.57,2200.72,1590.36631125,2037.2305000000001,,91.69606986899569,88.59028526680186,72.87400348991511,2114.62230313299,2026.0320178661882,2037.2305000000001,106.91479585829586,2251.060091716592,1823.4009082834084
2025-05-09 01:00:00,1746752400000,2200.97,2241.77,2191.8,2207.19,2209.26230596,2052.7385000000004,,93.23326515755545,89.41235961249822,76.18167471443174,2128.863487266376,2039.4511276538778,2052.7385000000004,107.9972680100363,2268.733036020073,1836.7439639799277
2025-05-09 02:00:00,1746756000000,2206.48,2215.47,2195.66,2214.33,815.0791206,2067.915,,93.33583694650241,89.60706333505277,78.86675243855595,2142.0121815330876,2052.405118198035,2067.915,108.32785035787391,2284.570700715748,1851.2592992842522
2025-05-09 03:00:00,1746759600000,2215.13,2243.39,2198.31,2205.0,3554.69553826,2081.7475000000004,,89.95543485829687,87.99417236742374,80.69223642432951,2151.702615143382,2063.7084427759582,2081.7475000000004,107.22595104559161,2296.1994020911834,1867.2955979088172
2025-05-09 04:00:00,1746763200000,2204.58,2221.49,2202.36,2213.01,506.88792092,2095.667,,89.71296131217696,86.36670312079241,81.82712976362208,2161.134520505939,2074.7678173851464,2095.667,105.17128385838544,2306.009567716771,1885.324432283229
2025-05-09 05:00:00,1746766800000,2213.01,2217.69,2205.62,2213.23,654.63934993,2109.2515,,86.82648401826496,84.12493430225413,82.28669067134851,2169.1492096588713,2085.024275356617,2109.2515,101.70497427544267,2312.6614485508853,1905.8415514491146
2025-05-09 06:00:00,1746770400000,2213.67,2258.36,2213.67,2255.0,1452.93505815,2123.9010000000003,,89.98564389089367,84.74195378286095,82.777743293651,2182.3570235575066,2097.6150697746457,2123.9010000000003,100.47375750073165,2324.8485150014635,1922.953484998537
2025-05-09 07:00:00,1746774000000,2256.74,2391.6,2256.3,2365.38,6870.59422983,2144.282,,93.6038721321338,93.06489549806156,84.83517373453311,2210.5144045486595,2117.449509050598,2144.282,106.1791225687693,2356.640245137539,1931.9237548624615
2025-05-09 08:00:00,1746777600000,2365.0,2488.8,2363.13,2413.75,8786.57859935,2166.9465,,94.0365101218704,102.38372566811313,88.34488412124912,2241.7814192334813,2139.397693565368,2166.9465,113.03353006380135,2393.013560127603,1940.8794398723974
2025-05-09 09:00:00,1746781200000,2411.48,2425.12,2292.82,2341.17,6033.16279154,2185.231,,76.86522189812696,102.72817978233434,91.22154325346617,2257.071970120638,2154.3437903383037,2185.231,109.96720754747555,2405.165415094951,1965.296584905049
2025-05-09 10:00:00,1746784800000,2341.4,2359.08,2328.83,2348.29,2155.3264649,2203.1324999999997,,72.98446120932331,102.3953369398314,93.45630199073922,2271.1055131790017,2168.7101762391703,2203.1324999999997,105.6130525662833,2414.3586051325665,1991.9063948674332
2025-05-09 11:00:00,1746788400000,2345.96,2375.6,2315.77,2350.11,2179.30666953,2218.0415000000003,,74.20491686798348,101.11284939154757,94.98761147090089,2283.2600496130017,2182.147200221454,2218.0415000000003,104.18173505314793,2426.4049701062963,2009.6780298937044
2025-05-09 12:00:00,1746792000000,2350.9,2351.16,2325.93,2338.88,659.18250627,2232.541,,72.15021969215462,98.05992781506802,95.60207473973432,2291.8169650571554,2193.7570372420873,2232.541,99.47436791772887,2431.489735835458,2033.5922641645425
2025-05-09 13:00:00,1746795600000,2338.88,2387.69,2331.0,2369.32,1405.88827237,2248.6835,,72.20015447423589,96.97880774443502,95.87742134067447,2303.740508894516,2206.761701150081,2248.6835,93.71915471657645,2436.121809433153,2061.245190566847
2025-05-09 14:00:00,1746799200000,2369.44,2369.44,2272.43,2305.88,3138.81517024,2260.562,,62.56932491872254,89.96586401109698,94.69510987475897,2304.069661372283,2214.103797361186,2260.562,84.22938108460055,2429.020762169201,2092.1032378307987
2025-05-09 15:00:00,1746802800000,2306.14,2321.03,2282.81,2301.0,1139.01970495,2269.698,,61.255489165646814,83.05685266433784,92.36745843267475,2303.597405776547,2220.540553112209,2269.698,77.63576174066154,2424.969523481323,2114.4264765186767
2025-05-09 16:00:00,1746806400000,2301.5,2315.07,2276.03,2298.32,1486.49129079,2275.3645,,60.18628568656466,76.48350357312393,89.1906674607646,2302.78549719554,2226.301993622416,2275.3645,75.22615296032797,2425.816805920656,2124.9121940793443
2025-05-09 17:00:00,1746810000000,2298.5,2355.42,2297.01,2350.34,2055.83282697,2283.8925000000004,,65.97283277650783,74.6115804552428,86.27485005966024,2310.101574550072,2235.4899940948294,2283.8925000000004,73.4671072030852,2430.8267144061706,2136.95828559383
2025-05-09 18:00:00,1746813600000,2350.34,2351.53,2329.31,2341.0,1440.64643713,2292.014,,64.02507177452934,71.5496283776406,83.32980572325631,2314.8551784654455,2243.305550087805,2292.014,70.11275253025349,2432.2395050605073,2151.788494939493
2025-05-09 19:00:00,1746817200000,2340.53,2344.33,2309.43,2330.02,1103.2379598,2298.097,,62.50294401027727,67.45938525840666,80.15572163028638,2317.1882279323,2249.7288426738933,2298.097,67.70935169026463,2433.5157033805294,2162.678296619471
2025-05-09 20:00:00,1746820800000,2331.36,2350.19,2327.93,2341.16,1092.36010114,2305.119,,59.87122496677511,64.37467187144648,76.9995116785184,2320.8761928657923,2256.501520994346,2305.119,64.27430606393314,2433.6676121278665,2176.570387872134
2025-05-09 21:00:00,1746824400000,2340.43,2343.75,2324.03,2337.9,830.15313921,2311.6544999999996,,45.827512906164586,60.964202159481374,73.792449774711,2323.495240117209,2262.5310379577277,2311.6544999999996,60.316180815416786,2432.2868616308333,2191.022138369166
2025-05-09 22:00:00,1746828000000,2337.98,2345.6,2330.0,2334.2,386.93245129,2317.648,2124.7329999999997,36.02571759828547,57.30227629216415,70.49441507820163,2325.142126253023,2267.839849960859,2317.648,55.93256848064699,2429.513136961294,2205.782863038706
2025-05-09 23:00:00,1746831600000,2334.2,2346.26,2333.93,2345.79,636.92665545,2324.6875,2135.5956,51.03291003398316,54.70478706515314,67.33648947559193,2328.3187222140964,2273.6139351489433,2324.6875,49.4984854499839,2423.684470899968,2225.690529100032
2025-05-10 00:00:00,1746835200000,2345.61,2378.49,2318.83,2327.22,2345.03175765,2330.398,2145.7932,45.51873750478537,50.56493325977226,63.982178232428,2328.1496880273125,2277.5847547675403,2330.398,41.948749758675234,2414.2954995173504,2246.50050048265
2025-05-10 01:00:00,1746838800000,2327.22,2354.04,2327.22,2337.53,655.94259222,2336.6130000000003,2156.3152,47.41768618113148,47.567669642910005,60.6992765145244,2329.5928129461877,2282.0251433032777,2336.6130000000003,31.609671421395557,2399.8323428427916,2273.393657157209
2025-05-10 02:00:00,1746842400000,2335.71,2348.12,2333.27,2342.15,201.04985452,2340.9705000000004,2166.6212,50.689960754525885,45.04585148561955,57.56859150874343,2331.5246878775433,2286.478836391924,2340.9705000000004,25.10449288264771,2391.179485765296,2290.761514234705
2025-05-10 03:00:00,1746846000000,2342.16,2342.45,2332.37,2340.0,125.17666277,2339.7015,2176.9616,42.97488978340041,42.38521502066942,54.53191621112863,2332.8285820502288,2290.4433670295593,2339.7015,24.438307563722947,2388.578115127446,2290.8248848725543
2025-05-10 04:00:00,1746849600000,2339.89,2339.89,2326.87,2336.74,181.73547721,2335.851,2186.8634,60.39057239057222,39.557591408293774,51.53705125056167,2333.430338657886,2293.872747249592,2335.851,17.131764557168918,2370.114529114338,2301.5874708856622
2025-05-10 05:00:00,1746853200000,2336.75,2354.76,2336.75,2353.42,593.8798642,2336.4635,2195.9246,66.35059263880217,38.22201631132384,48.8740442627141,2336.505671172057,2298.2836548607333,2336.4635,17.54591668647114,2371.555333372942,2301.3716666270575
2025-05-10 06:00:00,1746856800000,2353.42,2377.0,2351.68,2364.85,504.13718439,2337.2915000000003,2205.3358000000003,69.67761017450438,37.65184190416676,46.629603791004634,2340.866337145587,2303.21449524142,2337.2915000000003,18.49827908781499,2374.2880581756303,2300.29494182437
2025-05-10 07:00:00,1746860400000,2367.56,2417.53,2356.67,2399.24,1999.65878024,2339.7480000000005,2215.38,66.1471404041736,39.519405067742355,45.20756404635218,2349.84690066165,2310.3274955939078,2339.7480000000005,23.003609693861932,2385.7552193877245,2293.7407806122765
2025-05-10 08:00:00,1746864000000,2399.25,2435.79,2361.18,2381.82,2040.38174331,2341.895,2224.8004,62.79623824451412,39.1426023603708,43.994571709155906,2354.7658390213965,2315.6232366610257,2341.895,24.848236938413624,2391.5914738768274,2292.1985261231725
2025-05-10 09:00:00,1746867600000,2382.11,2420.68,2367.56,2397.67,946.30885563,2343.3125,2234.1868,70.5785727322504,39.66570448581615,43.128798264487955,2361.366479171951,2321.700774686135,2343.3125,27.19306855858228,2397.6986371171647,2288.9263628828353
2025-05-10 10:00:00,1746871200000,2401.17,2426.8,2385.95,2397.2,777.16706103,2347.8785,2243.4384,68.23031880286263,39.586018635543496,42.42024233869906,2366.8793285301126,2327.293309894569,2347.8785,28.224196464254128,2404.326892928508,2291.4301070714914
2025-05-10 11:00:00,1746874800000,2397.2,2402.91,2376.6,2384.46,751.60294314,2352.0515,2252.2968,64.26645422233109,38.0561676857792,41.54742740811509,2369.5840472177874,2331.5278795320082,2352.0515,27.074783232843313,2406.201066465687,2297.9019335343132
2025-05-10 12:00:00,1746878400000,2384.81,2419.85,2384.81,2407.82,817.3926084,2357.5265,2261.2129999999997,70.13235615838988,38.287353777151566,40.895412681922394,2375.466501491974,2337.1791477148226,2357.5265,26.70636909546785,2410.9392381909356,2304.1137618090643
2025-05-10 13:00:00,1746882000000,2407.83,2447.84,2407.82,2438.27,1984.96872265,2361.923,2270.8232000000003,72.92513634110063,40.46121919031066,40.80857398360005,2385.1285781855167,2344.667358995206,2361.923,32.14494772449845,2426.2128954489967,2297.633104551003
2025-05-10 14:00:00,1746885600000,2438.5,2443.45,2408.13,2435.82,2320.04361788,2366.6639999999998,2280.3304,79.25961849337224,41.507851987625145,40.948429584405076,2392.927258464668,2351.4194064770427,2366.6639999999998,35.6932167225122,2438.0504334450243,2295.2775665549752
2025-05-10 15:00:00,1746889200000,2435.86,2445.8,2424.36,2433.65,841.98586714,2371.8455000000004,2289.4938,77.085211902615,41.68173407113227,41.09509048175052,2399.1922956239496,2357.5105615528173,2371.8455000000004,37.56642628661403,2446.978352573228,2296.7126474267725
2025-05-10 16:00:00,1746892800000,2433.66,2473.36,2431.13,2463.07,2692.52905643,2377.941,2298.95,79.89517405063296,43.68985554315486,41.614043494031385,2409.0196347587266,2365.3297792155718,2377.941,41.95906424876313,2461.859128497526,2294.0228715024737
2025-05-10 17:00:00,1746896400000,2462.01,2512.91,2450.0,2461.21,6118.54846456,2384.1065,2307.1356,80.00990344144594,44.616903926726536,42.21461558057042,2417.0489217189224,2372.432017792196,2384.1065,44.73364167639211,2473.573783352784,2294.6392166472156
2025-05-10 18:00:00,1746900000000,2461.2,2505.0,2457.55,2495.92,6141.69103827,2392.1925,2316.0762,84.10025706940885,47.60365802865044,43.29242407018643,2429.1829337621652,2381.579275733515,2392.1925,49.59032555003225,2491.3731511000647,2293.0118488999356
2025-05-10 19:00:00,1746903600000,2495.65,2506.43,2477.44,2499.75,2293.73357017,2399.8905,2325.1418,83.17388347313543,49.70674277484568,44.57528781111828,2440.039405491063,2390.3326627162173,2399.8905,53.78076700584653,2507.452034011693,2292.328965988307
2025-05-10 20:00:00,1746907200000,2499.76,2503.38,2471.15,2490.72,1121.3315606,2408.0654999999997,2333.59,78.84941553976624,50.06765825662433,45.673761900219496,2447.8364200308997,2397.7687617742754,2408.0654999999997,54.57367357165533,2517.2128471433102,2298.918152856689
2025-05-10 21:00:00,1746910800000,2491.22,2545.25,2491.22,2536.66,4760.89880168,2418.022,2341.9576,79.91292990857644,53.44458453714424,47.227926427604444,2461.501586179992,2408.057001642848,2418.022,59.01207812143954,2536.046156242879,2299.997843757121
2025-05-10 22:00:00,1746914400000,2534.45,2584.89,2521.98,2580.01,3508.26341826,2429.915,2349.8579999999997,88.76501193130689,58.93938906419362,49.57021895492228,2479.7336498446084,2420.794260780415,2429.915,66.42002103836793,2562.7550420767357,2297.0749579232643
2025-05-10 23:00:00,1746918000000,2580.0,2598.7,2565.33,2585.0,3329.21799865,2442.165,2357.9624,88.2665359316909,62.970824074683605,52.25033997887455,2495.928472945438,2432.9576488707544,2442.165,71.37232424701811,2584.909648494036,2299.420351505964
2025-05-11 00:00:00,1746921600000,2584.99,2606.65,2506.39,2544.34,3911.74407126,2452.545,2365.2778,75.81765861875357,62.16820678575459,54.23391334025056,2503.376400184601,2441.2081933988466,2452.545,70.32128400570483,2593.18756801141,2311.9024319885903
2025-05-11 01:00:00,1746925200000,2544.56,2556.35,2515.0,2533.04,1557.78303709,2461.5260000000003,2371.7714,76.20273702031596,59.92948148205551,55.373026968611555,2507.940030925432,2448.0105494433765,2461.5260000000003,68.4401732133561,2598.4063464267124,2324.645653573288
2025-05-11 02:00:00,1746928800000,2533.03,2565.78,2523.58,2542.06,3442.73256097,2470.3865,2378.5982,74.9349877405453,58.212081526370184,55.940837880163286,2513.1892569369043,2454.977175410534,2470.3865,66.71478801388317,2603.8160760277665,2336.9569239722337
2025-05-11 03:00:00,1746932400000,2542.17,2553.67,2531.75,2538.52,1321.70554655,2477.3505,2385.2248,70.68972633838275,55.92076154369488,55.936822612869605,2517.086294331227,2461.165532787532,2477.3505,66.16438829676245,2609.6792765935247,2345.0217234064753
2025-05-11 04:00:00,1746936000000,2538.12,2549.49,2531.06,2542.81,670.77961517,2485.4,2391.7944,71.91430092990855,53.83051641147131,55.51556137258995,2521.043787511038,2467.2132710995666,2485.4,63.67672465790358,2612.7534493158073,2358.046550684193
2025-05-11 05:00:00,1746939600000,2544.81,2561.61,2537.64,2556.47,939.57584414,2493.3399999999997,2398.8238,74.02582159624404,52.66909340005441,54.94626777808284,2526.493974047801,2473.824880647747,2493.3399999999997,62.04128506593146,2617.422570131863,2369.2574298681366
2025-05-11 06:00:00,1746943200000,2555.18,2555.19,2507.64,2523.08,2344.10359801,2499.634,2405.0252,61.55950225372727,48.49533926404365,53.65608207527501,2525.9687472712167,2477.473408007173,2499.634,58.03020052207458,2615.6944010441493,2383.5735989558507
2025-05-11 07:00:00,1746946800000,2523.09,2523.09,2455.8,2473.54,2267.71384548,2504.088,2410.2314,52.00650935720097,40.720741701481984,51.069014000516404,2517.9027861525683,2477.1820444510863,2504.088,51.81021212078386,2607.708424241568,2400.4675757584323
2025-05-11 08:00:00,1746950400000,2474.53,2504.51,2473.97,2481.11,504.67163628,2507.7525,2414.7536,47.35639570168864,34.76935339233569,47.809081878880264,2512.242357513712,2477.473004121376,2507.7525,47.01262594968335,2601.7777518993666,2413.7272481006335
2025-05-11 09:00:00,1746954000000,2481.11,2521.64,2481.11,2516.05,843.50544239,2511.6415,2417.7670000000003,52.618726302936864,32.49758929380414,44.74678336186504,2512.8281486654487,2480.3305593716445,2511.6415,44.088485938723984,2599.8184718774482,2423.464528122552
2025-05-11 10:00:00,1746957600000,2515.94,2520.96,2497.52,2510.67,1006.64994583,2515.384,2419.7054000000003,53.24316415775275,29.918200449725646,41.78106677943717,2512.496125793841,2482.5779253441156,2515.384,40.33022575531086,2596.044451510622,2434.723548489378
2025-05-11 11:00:00,1746961200000,2512.14,2534.3,2508.69,2531.0,811.20692563,2520.2515,2423.502,48.99631153355088,29.178129982715745,39.260479420092885,2515.3428756717117,2486.164745688996,2520.2515,35.536176270781354,2591.3238525415627,2449.179147458437
2025-05-11 12:00:00,1746964800000,2531.0,2531.93,2512.96,2517.04,695.66507106,2522.95,2426.877,37.53414894880621,27.15217015833241,36.83881756774079,2515.6039717222175,2488.451801563885,2522.95,32.91818278543674,2588.7863655708734,2457.1136344291263
2025-05-11 13:00:00,1746968400000,2516.26,2529.53,2468.82,2468.82,1113.38262897,2523.3305,2429.2512,30.36173089925626,21.408843570472982,33.75282276828723,2508.4064376111073,2486.9975940406343,2523.3305,32.20318887038582,2587.736877740772,2458.924122259228
2025-05-11 14:00:00,1746972000000,2469.72,2493.43,2469.72,2485.86,639.22795857,2522.8275000000003,2432.1908000000003,39.25710926592695,18.02442708630406,30.6071436318906,2504.9377549017063,2486.913327815402,2522.8275000000003,32.72815042534248,2588.283800850685,2457.3711991493155
2025-05-11 15:00:00,1746975600000,2486.17,2503.49,2434.8,2463.22,1643.09367216,2521.001,2434.0688,37.68693566591419,13.361372267239403,27.15798935896036,2498.519638762982,2485.1582664957427,2521.001,35.02274883258246,2591.046497665165,2450.9555023348353
2025-05-11 16:00:00,1746979200000,2463.22,2480.9,2442.18,2471.97,1276.45431379,2520.0634999999997,2437.3906,37.627537511032635,10.253721086863607,23.77713570454101,2494.4350789532923,2484.1813578664287,2520.0634999999997,36.11005666527125,2592.2836133305423,2447.8433866694572
2025-05-11 17:00:00,1746982800000,2471.82,2494.85,2467.08,2491.54,755.16872829,2517.8075,2441.2014,42.151162790697676,9.263239722331491,20.87435650809911,2493.989682191247,2484.7264424689156,2517.8075,36.42666979520765,2590.660839590415,2444.954160409585
2025-05-11 18:00:00,1746986400000,2491.54,2514.97,2474.18,2505.25,718.95926409,2514.0695,2445.34,43.916423712342095,9.475332787472325,18.594551763973755,2495.722038777209,2486.2467059897367,2514.0695,33.419368867873246,2580.9082377357468,2447.2307622642534
2025-05-11 19:00:00,1746990000000,2505.25,2525.29,2503.45,2508.58,1597.37997936,2510.2485,2448.5048,41.974729362871635,9.799162593067194,16.835473929792443,2497.7001866576384,2487.901024064571,2510.2485,28.952981898072657,2568.1544637961456,2452.3425362038547
2025-05-11 20:00:00,1746993600000,2508.76,2513.06,2496.55,2511.23,500.90860044,2508.593,2451.9094,47.786122631991944,10.15260004653237,15.49889915314043,2499.781696402617,2489.6290963560846,2508.593,27.82572401291204,2564.244448025824,2452.9415519741756
2025-05-11 21:00:00,1746997200000,2510.99,2520.59,2500.0,2517.9,761.2500256,2507.836,2455.667,59.8683039686777,10.845890358546512,14.568297394221647,2502.5691277252913,2491.723237366745,2507.836,27.32711289082715,2562.490225781654,2453.1817742183457
2025-05-11 22:00:00,1747000800000,2517.9,2527.26,2484.8,2504.34,1300.49183367,2505.95,2458.9306,55.033586132177675,10.183757237092323,13.691389362795782,2502.841569613708,2492.6578123766158,2505.95,26.11558397425621,2558.181167948512,2453.7188320514874
2025-05-11 23:00:00,1747004400000,2503.73,2515.58,2500.25,2515.58,356.55179578,2504.8030000000003,2462.4842000000003,49.886500845206406,10.445575934106273,13.042226677057881,2504.801328134676,2494.35575220057,2504.8030000000003,25.093583390362102,2554.9901667807244,2454.6158332192763
2025-05-12 00:00:00,1747008000000,2515.12,2544.37,2512.11,2532.27,1009.53584608,2504.276,2466.4456000000005,54.94596079868106,11.863062651890232,12.806393872024351,2509.027277652418,2497.1642150005277,2504.276,24.35312589901481,2552.9822517980297,2455.56974820197
2025-05-12 01:00:00,1747011600000,2531.8,2547.32,2492.33,2505.45,381.17557692,2501.725,2469.6388,44.31843451189679,10.698950392013103,12.384905176022103,2508.4769272443536,2497.7779768523405,2501.725,21.045605492048512,2543.816210984097,2459.633789015903
2025-05-12 02:00:00,1747015200000,2505.45,2533.74,2503.3,2521.25,1000.72622545,2501.6335,2473.5194,50.92858088137986,10.925370126958114,12.092998166209307,2510.4420153606065,2499.5166452336484,2501.6335,20.951642135129198,2543.5367842702585,2459.7302157297413
2025-05-12 03:00:00,1747018800000,2523.19,2526.8,2511.28,2519.19,647.61986117,2503.916,2477.1526,63.9505899296515,10.813928379385743,11.837184208844596,2511.787859151282,2500.9739307718964,2503.916,20.20323668703146,2544.322473374063,2463.5095266259373
2025-05-12 04:00:00,1747022400000,2519.2,2526.34,2509.0,2519.48,1258.21967221,2505.8345,2480.6992,60.26376846989857,10.626514720981504,11.595050311271978,2512.9712654357004,2502.344750714719,2505.8345,19.740095844448426,2545.314691688897,2466.354308311103
2025-05-12 05:00:00,1747026000000,2518.65,2521.46,2494.2,2497.51,645.41489374,2504.9075,2483.8494,60.51131138495506,8.605988182676356,10.997237885552853,2510.5926092148234,2501.986621032147,2504.9075,19.670323058129078,2544.248146116258,2465.5668538837417
2025-05-12 06:00:00,1747029600000,2497.52,2520.17,2486.89,2517.87,1147.8401756,2505.2675,2487.472,63.13530219780224,8.549040174799757,10.507598343402234,2511.712207797158,2503.1631676223583,2505.2675,19.84643488468944,2544.9603697693788,2465.574630230621
2025-05-12 07:00:00,1747033200000,2517.89,2624.0,2517.89,2552.45,5901.82774668,2506.3399999999997,2491.4526,66.05175776102882,11.165516348973142,10.639181944516418,2517.979560443749,2506.814044094776,2506.3399999999997,21.794205168989514,2549.9284103379787,2462.7515896620207
2025-05-12 08:00:00,1747036800000,2553.91,2583.98,2533.16,2577.85,5990.14483053,2509.3805,2495.7126,68.0220434912124,15.114430544134848,11.534231664440105,2527.190397298557,2512.075966754422,2509.3805,26.988357621498768,2563.357215242998,2455.4037847570025
2025-05-12 09:00:00,1747040400000,2578.03,2581.53,2544.41,2551.18,3854.20926814,2513.4985,2498.7514,59.47677522690869,15.908543596821346,12.409094050916353,2530.8811054064713,2514.97256180965,2513.4985,26.75615330606214,2567.0108066121243,2459.986193387876
2025-05-12 10:00:00,1747044000000,2550.35,2563.33,2541.0,2560.44,346.01946098,2517.2275,2502.3238,60.63448156632235,17.088107457509068,13.344896732234897,2535.4286276516295,2518.3405201941205,2517.2275,27.875146423984287,2572.9777928479684,2461.4772071520315
2025-05-12 11:00:00,1747047600000,2560.17,2566.8,2523.53,2531.23,1735.04784641,2520.6279999999997,2504.995,52.624945846953636,15.487388459956946,13.773395077779309,2534.7826849359944,2519.2952964760375,2520.6279999999997,24.93300910757812,2570.494018215156,2470.7619817848436
2025-05-12 12:00:00,1747051200000,2530.71,2559.42,2529.44,2550.56,1537.09981389,2524.5575,2508.0622,58.899414664202055,15.598763735834837,14.138468809390414,2537.2099641766104,2521.6112004407755,2524.5575,22.977045954390352,2570.5115919087807,2478.603408091219
